Speaker,Speech,Words_in_Speech,Language
SHRIMATI SUPRIYA SADANAND SULE,"I come from Maharashtra where you are not in power any more and if we have ranked first in the country, I am happy to tell you that we are ahead of Varanasi also. Compass data speaks for itself. Please check your own data. …(Interruptions) We will do even better. The point number 42 of President’s Address talks about MSP. I would like to bring some of these data to your knowledge. The recommendation fordhanis Rs. 3,251. What the Kendra Sarkar is giving is Rs. 1,550. So, there is a difference of almost Rs. 2,000. There is same thing aboutkapass. कपास का रिकमण्डेशन 7 , 204 है और केन्द्र सरकार 4 , 320 दे रही है । सोयाबीन का 9 , 000 का रिकमण्डेशन है और केन्द्र सरकार 4 , 000 दे रही है । I would like to request the hon. Finance Minister, who happens to be here, in this regard. There is always a huge struggle between the Agriculture Ministry and the Finance Ministry. Every time I speak here, I am blessed and lucky that the hon. Finance Minister is here. She and I have had a run-in on the onion issue. Again, the onion issue has come up again. I think, our destinies are tied to it. PROF. SOUGATA RAY: She does not eat onion.",218,hi
SHRIMATI SUPRIYA SADANAND SULE,"That is okay. It does not matter. She was very kind that day. I do not think that she meant it the way the media interpreted it. I think, I would like to stand up for her there. प्याज का दाम इस बार पूरा घट गया है । I request the hon. Finance Minister to request her colleague in the Commerce Ministry that the export of onions is a must. We lost an opportunity six months ago and this is another golden opportunity for your Government to help the farmer. You keep talking about doubling the income of farmers.उन्होंने अपनी बजट स्पीच में बोला है लेकिन हुआ नहींहै । उन्होंने अपनी बजट स्पीच में बोला है लेकिन हुआ नहीं है । So, I would request you to intervene in that. That would be a great help for all these people. A lot has been said about the foreign policy. I won’t get into it because Prof. Roy spoke about it at length. उपभोक्ता मामले , खाद्य और सार्वजनिक वितरण मंत्री (श्री रामविलास पासवान) : आपके यहां प्याज के संबंध में क्या हुआ है ? …(व्यवधान)",185,hi
श्रीमती सुप्रिया सदानंद सुले,वे बोलते हैं कि एक्सपोर्ट अलाऊ करिए ।…(व्यवधान),8,hi
श्री रामविलास पासवान,"हम लोग उसके बारे में सोच रहे हैं । अभी तक बाजार में क्या हुआ है , आप जानते हैं कि बीच में प्याज 120-150 रुपये तक चला गया था । हमको इंपोर्ट करना पड़ रहा था । लेकिन हमने जितना इंपोर्ट किया…(व्यवधान) नतीजा यह हुआ कि उसको राज्य सरकारों ने लिया ही नहीं है ।…(व्यवधान) अभी तक 41 , 000 टन में से सिर्फ 1 , 600 टन राज्यों ने लिया है । बाकी प्याज के सड़ने का डर भी रहता है । इसलिए , यह बात सही है । चूंकि बोइंग सीज़न लेट से चला था , तो अब प्याज मार्केट में आना शुरू हो गया है , लेकिन अभी तक दाम हमारे कंट्रोल में नहीं आए हैं । हमारे कंट्रोल में जिस दिन दाम आ जाएंगे , मैं उपभोक्ता मामले का मंत्री हूं , तो मुझे उपभोक्ता के इंट्रेस्ट को देखना है , लेकिन उसके साथ ही किसानों के इंट्रेस्ट को भी देखना है । जब भी मेरे पास यह आ जाएगा कि अब दाम स्थिर हो गए हैं , अभी जो आपने कहा है , तब हम उस पर विचार करेंगे ।",186,hi
श्रीमती सुप्रिया सदानंद सुले,"लेकिन आप प्याज के लिए क्या करेंगे , क्योंकि आज प्याज का जो भाव है , वह दो रुपये में भी नहीं बिक रहा है । वहां पर बेचारा किसान मर रहा है । आप कैसे फारमर्स इनकम डबल करेंगे ? मैं आपसे यह विनती करती हूं कि आप अपनी कैबिनेट में इस सुझाव को भी लीजिए ।…(व्यवधान)",58,hi
श्री रामविलास पासवान,"आपकी जो भावना है , मैं उससे सहमत हूं । सबसे बड़ी दिक्कत यह है कि वहां पर दो रुपये किलो में प्याज बिक रहा है । लेकिन आप दिल्ली में अभी-भी जाकर देखिए कि यहां पर कितने रुपये किलो में प्याज बिक रहा है । जब दाम बढ़ जाते हैं , तब आप लोग प्याज की माला पहनकर घूमना शुरू कर देते हैं । लेकिन जब दाम बिल्कुल घट जाते हैं , तब भी वही करते हैं । इसलिए , सरकार को दोनों चीजों को देखकर चलना पड़ता है । लेकिन हम आपकी इस भावना से सहमत हैं कि किसान को परेशानी नहीं होनी चाहिए । मैं उस समय भी यह कह रहा था कि नासिक में सस्ते दर पर प्याज बिक रहा है । लेकिन बारिश हो गई , फ्लड आ गया , उसका नतीजा यह हुआ कि ट्रांसपोर्टेशन में बहुत-सी दिक्कतें आने लगी थीं । आप उस बारे में जानती हैं । मैं आपकी भावना से सहमत हूं । समय आने दीजिए , मैं इस संबंध में फैसला लूंगा ।",173,hi
श्रीमती सुप्रिया सदानंद सुले,"आप अभी भी सोचें , नहीं तो कॉमर्स मिनिस्ट्री रिक्वेस्ट करें , तो हो सकता है ।…(व्यवधान)",17,hi
माननीय सभापति,"सुप्रिया जी , मेरा निवेदन है कि आप अब कन्क्लूड कीजिए । …( व्यवधान )",15,hi
SHRIMATI SUPRIYA SULE,"He was intervening. It was very kind of the Minister to intervene on an important point. The Minister of External Affairs himself was here. Prof. Roy had spoken extensively about our foreign policy. I just want to raise one point here. The cancellation of visit of various dignitaries is alarming. I have one humble question to ask of this Government. Prof. Roy mentioned about Howdy Modi event. On that same dais, the hon. Prime Minister said, ‘Abki Baar Trump Sarkar’. Was it really in the political interest of our nation? I am asking this because in diplomatic practice, in another country another Premier cannot go and say this. That is what I understand. …(Interruptions)",114,en
SHRI KIREN RIJIJU,The Minister of External Affairs has already given a clarification on that.,12,en
SHRIMATI SUPRIYA SADANAND SULE,"I am just highlighting it. I am talking about the policy. It is nice to be heckled by Ministers. It is interesting. It is a new observation. You have the Congress DNA. How can you heckle? I just have to make two or three small points. I will conclude very quickly. I will just make three points and conclude. I will skip my other points. In his Address, at para 53, the hon. President has said that 1,000 fast track special courts and women help desks will be established. I welcome this. But justice delayed is justice denied. हम लोग अभी तक निर्भया के गुनेहगारों को फांसी नहीं दे सके हैं । How is this Government going to implement this? I welcome this step. We will support you wholeheartedly if you implement it. Maharashtra will do it. But how are you going to implement this? I want to know this because you have to establish 1,000 fast track special courts and women help desks. There is a point about Self Help Groups. It is said that they are provided finance at low interest rates. Which interest rates are low? Can this Government kindly clarify? It is because at least in our State the interest charged is not low at all. I will make just make two more points and conclude. At para 71, the President mentions about competitive, cooperative federalism. I just would like to highlight the case of Bhima Koregaon. The NIA has intervened and they want to transfer the case. Let me tell you, in thirty seconds, the history of this case. These were riots which happened in Pune district where I come from. At that time, it was their Government. Inquiry was going on. The then Chief Minister had written to the then Home Ministry when it was thought of doing an NIA inquiry. It clearly said: “It was doing exceptionally well; we are satisfied with the progress and there should not be any NIA intervention.” So, what has happened in the last three months? On one side, you are talking about cooperative federalism. Then, what has happened in Bhima Koregaon case? … (Interruptions)",357,hi
HON. CHAIRPERSON,Thank you very much.,4,en
SHRIMATI SUPRIYA SADANAND SULE,"Sir, this is my last point. This is very important because it hurts my State directly. Point no. 73 says: “My Government is committed to protecting privacy amidst the increase in use of digital data.” In my own State, Sir, there has been phone tapping. Inquiry for this has just started. Pegasus was not our creation. It was created – if I am wrong, please correct me – by Chhattisgarh Government when they were in power there. So, I need a clarification. These are only my humble questions …(Interruptions)",89,en
HON. CHAIRPERSON,Thank you.,2,en
SHRIMATI SUPRIYA SADANAND SULE,"Sir, only the last small point. You have talked about merger of small public sector banks. My luck is on my side today because the hon. Finance Minister is here at present. …(Interruptions).",33,en
HON. CHAIRPERSON,"Thank you, Supriyaji.",3,en
SHRIMATI SUPRIYA SADANAND SULE,The bank is in real critical stage …(Interruptions) The depositors are really poor. …(Interruptions) Please make an intervention …(Interruptions) Please do something.,22,en
माननीय सभापति,सभी,1,hi
"माननीय सदस्यों से मेरा निवेदन है कि अपनी बात को पांच मिनट में समाप्त कीजिए । We have a very long list. … (Interruptions) सौगत राय जी , आप तो बहुत सीनियर लीडर हैं , आप बैठ जाइए । मैं सभी से दोबारा निवेदन करता हॅूं कि पांच मिनट में अपनी बात को समाप्त कीजिए । श्री चिराग कुमार पासवान (जमुई)","सभापति महोदय , राष्ट्रपति जी के अभिभाषण पर धन्यवाद प्रस्ताव के दौरान अपना मत रखना मेरे लिए सौभाग्य की बात है । यह मौका और लम्हा इसलिए भी ज्यादा खूबसूरत हो जाता है , क्योंकि यह इस दशक का राष्ट्रपति जी का पहला अभिभाषण था । प्रधान मंत्री जी के प्रयासों को बहुत ही व्यापक तरीके से राष्ट्रपति जी के अभिभाषण में दर्शाया गया है । लोक जनशक्ति पार्टी की हमारी प्राथमिकता है कि हमारे अभिभावक आदरणीय राम विलास पासवाल जी के सपनों का समाज , उनके सपनों के देश को प्राथमिकता देते हुए , हर उस नीति का हम लोगों ने समर्थन किया । सरकार के साथ मजबूती के साथ हम लोग खड़े रहे , जहां पर समाजिक समानता , आर्थिक समानता और विकास की तरफ जब-जब इस सरकार ने मजबूत कदम उठाए । उसी दिशा में राष्ट्रपति जी का जो अभिभाषण आया है , वह उस लक्ष्य को पूरे तरीके से दर्शाता है । सरकार के सहभागी होने के तौर पर भी और अभिभाषण में हर उस बिंदु को , गहन रूप से उसका अध्ययन करने के बाद पूरे तरीके से हम लोग राष्ट्रपति जी के अभिभाषण पर आए । इस धन्यवाद प्रस्ताव का हम लोग समर्थन करते हैं । सर , इस संसद में मौजूद हरेक सांसद को पूरी तरीके से इस बात की इजाजत है कि वे यहां पर सरकार की नीतियों का अपने-अपने हिसाब से आकलन करें । परंतु एक बात मैं बहुत विनम्रता और प्रमुखता से कहना चाहूंगा कि अभिव्यक्ति की आजादी का मतलब देश विरोधी ताकतों की आवाज बनना कतई नहीं हो सकता है । बोलने की आजादी का मतलब विभाजनकारी तत्वों का आवाज बनना कभी नहीं हो सकता है । हकीकत यह है कि सन् 2014 में देश ने पहली बार एक ऐसा चुनाव देखा , जहां पर जात-पात , धर्म और मज़हब से ऊपर उठ कर , पूरे तरीके से केन्द्र की सरकार , हमारी एनडीए की सरकार , हमारे आज के प्रधान मंत्री आदरणीय नरेन्द्र मोदी जी के विकास के एजेंडे को , उनके डेवल्पमेंट के ऐजेंडों को समर्थन दिया । उससे बढ़ कर सन् 2019 में उन्होंने समर्थन दिया । क्योंकि पिछले पांच साल में जो बातें हम लोगों ने कहीं , कहीं न कहीं वे धरातल पर उतरीं । हम लोग कम ज्यादा पर जरूर बहस कर सकते हैं , परंतु कोई यह बोले कि पिछले पांच सालों में कोई विकास का कार्य नहीं हुआ तो इस बात को कतई कोई मानने के लिए तैयार नहीं होगा । परंतु हकीकत यह भी है कि जहां इस कार्यकाल में एक के बाद एक लंबे पड़े हुए विवादित मसले , जिनके ऊपर निरंतर राजनीति होती रही , चुनाव होते रहे , जैसे धारा-370 की बात हो , अनुच्छेद 35ए की बात हो , या राम मंदिर का मुद्दा हो , या फिर असम में इतना बड़ा मुद्दा , मैं बचपन से इस बात को सुनता आ रहा हॅूं कि बोडोलैंड-बोडोलैंड । इतना बड़ा विषय वहां पर चल रहा था । इन तमाम विषयों को सुलझाया गया है । सुलझाया गया तो कहीं न कहीं विपक्ष में इस बात को ले कर एक बौखलाहट भी शुरू हुई , क्योंकि जितने विभाजनकारी मुद्दे थे , अराजकता फैलाने वाले जितने मुद्दे थे , सरकार के द्वारा उनका समाधान कर दिया गया है । अब इनके पास कोई मुद्दा नहीं है । मुद्दा क्या उठाया गया ? सीएए का मुद्दा उठाया गया । यहाँ पर बैठा हर एक जानकार शख्स इस बात को अच्छी तरीके से जानता है कि सीएए का भारत में रहने वाले नागरिकों से कुछ लेना-देना नहीं है , उसके बावजूद भी इस पर भ्रम फैलाया जाता है । निरन्तर हम लोग कह-कह कर थक गए हैं और जो इनको पता भी है , ये खुद जानते हैं कि भईया , यह नागरिकता देने वाला कानून है , नागरिकता लेने वाला कानून नहीं है । वर्ष 1955 में नागरिकता का यह कानून बना , सिटिजनशिप का यह एक्ट बना । उसके बाद यह सही है कि वर्ष 2003 में इसमें संशोधन हुआ , एनपीआर को इसमें जोड़ा गया , परन्तु हकीकत यह भी है कि वर्ष 2010 में मनमोहन जी की सरकार में , उस वक्त के वित्त मंत्री चिदम्बरम जी के समय में , उस वक्त इसमें संशोधन करके एनआरसी को जोड़ा गया । एनआरसी का प्रावधान उस वक्त लाया गया और उसको मेनडेटरी किया गया तो उस वक्त तो किसी ने आवाज़ नहीं उठाई । उस वक्त किसी की चिन्ता नहीं जागी , पर अब क्योंकि तमाम विवादित मुद्दे खत्म हो गए हैं , तो किसी तरीके से विभाजनकारी राजनीति हम लोगों को करनी है । हिन्दू-मुसलमान में समाज को बाँटना है तो भईया सीएए का विरोध करें । क्यों , क्योंकि इसमें मुसलमान नाम नहीं जोड़ा गया । ये तीन ऐसे देशों के माइनोरिटीज़ को नागरिकता देने का यह कानून है । वहाँ के अल्पसंख्यक समुदाय के लोगों को नागरिकता देने का कानून है , पर उसके बावजूद भारत में रहने वाले अल्पसंख्यक समाज के लोगों को जिस तरीके से इसमें भ्रमित किया जा रहा है , उनको भड़काया जा रहा है और वे मासूम हैं । सर , हकीकत है , वे मासूम हैं । उनको जो बात जैसे जाकर बोल रहा है , वह उस बहकावे में आ रहे हैं । निरन्तर हम लोग हर मन से , और यह कहीं न कहीं विपक्ष की भी जिम्मेदारी बनती है कि देश को आप इस तरीके से जला नहीं सकते हैं । सर , इतिहास देखिएगा , ‘हाथ कंगन को आरसी क्या’ , साल , दो साल , तीन साल में पता चल जाएगा कि किसकी नागरिकता छीन ली ? पर उस वक्त जब यह बात स्पष्ट होगी कि इस कानून से किसी की नागरिकता नहीं गई , तो उस वक्त इतिहास इन लोगों को , ऐसे राजनीतिक दलों को और ऐसे राजनीतिक नेताओं को कभी माफ नहीं करेगा , जिन्होंने देश में आगजनी और अराजकता का माहौल बनाया । सर , एनपीआर की बात है । एनपीआर में हम लोगों की भी चिन्ता है । हम लोग गए थे , गृह मंत्री जी से हम लोगों ने बात की , उसमें एक-दो ऐसे प्रावधान हैं , जिसको लेकर हम लोगों को भी चिन्ता है । हम लोगों ने बात की । उन्होंने पूरे तरीके से उसको स्पष्ट किया । उन्होंने तो यहाँ तक भी बोला कि उसके बाद भी अगर किसी को इस बात की शंका होती है कि भईया कोई डाउटफुलनैस बन रही है , तो हम लोग फॉर्म के नीचे लिखने को भी तैयार है कि कोई ऐसा कॉलम , जो कि नहीं भरा गया है या उसमें जानकारी नहीं दी गई है , तो इसकी वजह से आपको किसी डाउटफुलनैस में नहीं डाला जाएगा । मैं तो विपक्ष के साथियों से आग्रह करूँगा । आप अपना प्रतिनिधिमंडल बना लीजिए । चलिए , होम मिनिस्टर के पास । वहाँ पर जाइये , उनसे बातचीत कीजिए ।‍ जितने आपके प्रश्न हैं , उनका हल लीजिए । सड़क पर आप राजनीति कर रहे हैं , संसद आप चलने नहीं देते । यहाँ पर आप हंगामा करते हैं , चलिए ना होम मिनिस्टर के पास । मैं लेकर चलूँगा , मैं जिम्मेदारी लेता हूँ । चलिए होम मिनिस्टिर के पास , चलकर हम लोग बात करते हैं , जितने आपके प्रश्न हैं , उनका जवाब आप उनसे ले लीजिए । उसके बाद भी अगर आपको लगता है कि कहीं कुछ गलत हो रहा है तो कीजिए हंगामा । एनआरसी को लेकर आपने बिना मतलब के हो-हल्ला मचाया हुआ है । हमारे प्रधान मंत्री बोल चुके हैं । भईया , हैड ऑफ द गवर्नमेंट है- हमारे प्रधान मंत्री । मुझे विश्वास है , हमारे प्रधान मंत्री पर । जब एनआरसी आएगा , अगर आपको कोई दिक्कत है , तो उस वक्त आप विरोध कीजिएगा । बट इन एन्टीसिपेशन , कि एनआरसी आएगा तो ऐसा हो जाएगा , नागरिकता छीन ली जाएगी , इन एन्टीसिपेशन आज आप देश को जलाने में लगे हुए हैं , क्यों ? …(व्यवधान) Sir, I am not yielding. …(Interruptions) You have spoken enough. …(Interruptions) Let me speak now. …(Interruptions) I am not yielding to anyone. …(Interruptions)",1332,hi
माननीय सभापति,"चिराग जी ,आप यहाँ एड्रेस कीजिए । आप यहाँ एड्रेस कीजिए ।",12,hi
श्री चिराग कुमार पासवान,"जब एनआरसी आएगा ,तो उस वक्त आप इन बातों को उठाइएगा । पर इन एन्टीसिपेशन,अभी से आप देश को जलाने का काम कर रहे हैं,देश में अराजकता का माहौल फैलाने का काम कर रहे हैं । आप एक अविश्वास पैदा कर रहे हैं,जो कि किसी भी सभ्य समाज के लिए और भारत जैसे डेवलपिंग कंट्री के लिए बिल्कुल भी सही नहीं है । इसको मैं कतई जायज नहीं ठहरा सकता और जैसा मैंने कहा कि आने वाला समय अपने आप दर्शाएगा कि कौन सही था,कौन गलत था? तो उस वक्त आप इन बातों को उठाइएगा । पर इन एन्टीसिपेशन अभी से आप देश को जलाने का काम कर रहे हैं देश में अराजकता का माहौल फैलाने का काम कर रहे हैं । आप एक अविश्वास पैदा कर रहे हैं जो कि किसी भी सभ्य समाज के लिए और भारत जैसे डेवलपिंग कंट्री के लिए बिल्कुल भी सही नहीं है । इसको मैं कतई जायज नहीं ठहरा सकता और जैसा मैंने कहा कि आने वाला समय अपने आप दर्शाएगा कि कौन सही था कौन गलत था सर ,इस अभिभाषण में कई तरह के विकासकारी मुद्दों का जिक्र हुआ । उनको मैं दोबारा दोहराना नहीं चाहूँगा । हकीकत है कि जहाँ एक तरफ हमारी सरकार ने हर एक क्षेत्र,हर एक वर्ग पर ध्यान दिया है,जहाँ एक तरफ घर में हमारी महिलाओं के स्वास्थ्य की चिन्ता करते हुए उज्ज्वला योजना का जिक्र हुआ,तो सरहद पर हमारी सीमाएँ कैसे सुरक्षित रहें,उसका भी इसमें जिक्रहुआ । आयुष्मान योजना हो,उज्ज्वला योजना हो,सौभाग्य योजना हो,हर तरीके से जहाँ देश के इनफ्रास्ट्रक्चर को मजबूत करने का पिछले पाँच-छ: सालों में हम लोगों ने काम किया,तो वहीं अंतरिक्ष के माध्यम से भी कैसे हम लोग देश को सुरक्षित रखें,उस दिशा में भी इस सरकार ने कई महत्वपूर्ण कदम उठाए हैं,कई कार्य किए हैं,जिसका प्रमुखता से जिक्र मेरे तमाम साथी सदस्यों ने किया है । मैं उन आँकड़ों में नहीं जाऊँगा,गिनाऊँगा नहीं,कि कितने करोड़ उज्ज्वला मिले,कितने करोड़ आवास मिले,वे तमाम आँकड़े जनता के समक्ष हैं,जनता जानती है और इसीलिए पिछली बार से बड़ा मेनडेट इस बार हमारी सरकार को मिला । इस अभिभाषण में कई तरह के विकासकारी मुद्दों का जिक्र हुआ । उनको मैं दोबारा दोहराना नहीं चाहूँगा । हकीकत है कि जहाँ एक तरफ हमारी सरकार ने हर एक क्षेत्र हर एक वर्ग पर ध्यान दिया है जहाँ एक तरफ घर में हमारी महिलाओं के स्वास्थ्य की चिन्ता करते हुए उज्ज्वला योजना का जिक्र हुआ तो सरहद पर हमारी सीमाएँ कैसे सुरक्षित रहें उसका भी इसमें जिक्र हुआ । आयुष्मान योजना हो उज्ज्वला योजना हो सौभाग्य योजना हो हर तरीके से जहाँ देश के इनफ्रास्ट्रक्चर को मजबूत करने का पिछले पाँच-छ: सालों में हम लोगों ने काम किया तो वहीं अंतरिक्ष के माध्यम से भी कैसे हम लोग देश को सुरक्षित रखें उस दिशा में भी इस सरकार ने कई महत्वपूर्ण कदम उठाए हैं कई कार्य किए हैं जिसका प्रमुखता से जिक्र मेरे तमाम साथी सदस्यों ने किया है । मैं उन आँकड़ों में नहीं जाऊँगा गिनाऊँगा नहीं कि कितने करोड़ उज्ज्वला मिले कितने करोड़ आवास मिले वे तमाम आँकड़े जनता के समक्ष हैं जनता जानती है और इसीलिए पिछली बार से बड़ा मेनडेट इस बार हमारी सरकार को मिला । सर ,मेरी पार्टी की तरफ से कुछ ऐसे विषय हैं,जिनको मैं सरकार के समक्ष रखना चाहता हूँ । मेरी अपनी पार्टी की तरफ से कुछ ऐसी माँगे हैं,जो मैं सरकार के समक्ष रखना चाहता हूँ और मैं चाहूँगा कि सरकार उन पर भी उतनी ही गम्भीरता से अपना ध्यान दे,जिसमें सबसे प्रमुखता से इंडियन ज्यूडिशियल सर्विसेज़ है । मैं चाहता हूं कि जल्द से जल्द इंडियन ज्यूडिशियल सर्विसेज़ का गठन हो । मेरी पार्टी की तरफ से कुछ ऐसे विषय हैं जिनको मैं सरकार के समक्ष रखना चाहता हूँ । मेरी अपनी पार्टी की तरफ से कुछ ऐसी माँगे हैं जो मैं सरकार के समक्ष रखना चाहता हूँ और मैं चाहूँगा कि सरकार उन पर भी उतनी ही गम्भीरता से अपना ध्यान दे जिसमें सबसे प्रमुखता से इंडियन ज्यूडिशियल सर्विसेज़ है । मैं चाहता हूं कि जल्द से जल्द इंडियन ज्यूडिशियल सर्विसेज़ का गठन हो । 17.00 hrs जिस तरीके से आई . ए . एस ., आई . पी . एस . ऑफिसर्स की नियुक्ति काम्पिटिशन के माध्यम से होती है , काम्पिटिशन के माध्यम से वे चुनकर आते हैं , मैं चाहता हूँ कि जूडिशियल सर्विस में जजों की नियुक्ति भी उसी माध्यम से हो । अभी जिस तरीके से एक कॉलेजियम बना हुआ है , उस कॉलेजियम में जो गिनती के लोग , घर , परिवार हैं , उसी में से जजों की नियुक्ति होती है । मैं चाहता हूँ कि जो वंचित वर्ग के लोग हैं , जो अनुसूचित जाति , अनुसूचित जनजाति , पिछड़ा वर्ग या ऊँची जाति में भी जो गरीब परिवार के लोग हैं , जिनकी रीच वहाँ तक नहीं है , वे काम्पिटिशन के माध्यम से आएं । जब ऐसे लोग जज बनकर वहाँ पर जाएंगे , तो जिस तरीके से हम देखते हैं कि justice delayed is justice denied और इसका सबसे बड़ा उदाहरण निर्भया का केस है । वह केस 7 साल से लंबित चल रहा है । मेरी तो यह समझ से परे है और मैं सरकार से आग्रह करूँगा कि जिन कानूनों में भी हम लोगों को बदलाव करने की जरूरत है , वह बदलाव हम लोगों को करना चाहिए । अभी तक हम लोग तारीख पे तारीख , तारीख पे तारीख , तारीख पे तारीख सुनते आ रहे थे , अब विकल्प पे विकल्प , विकल्प पे विकल्प , विकल्प पे विकल्प सुनते आ रहे हैं । दोषियों को अपनी फांसी की सजा से दूर भागने , उससे हटने के एक के बाद एक विकल्प मिल रहे हैं । मैं मानता हूँ कि जब ऐसे वंचित वर्ग के लोग जज बनकर आएंगे । …( व्यवधान ) सर , घड़ी देखकर तीन मिनट में अपनी बात समाप्त करके मैं शांति से बैठ जाऊँगा । मैं तीन मिनट से ज्यादा समय नहीं लूँगा । मेरे बस दो विषय और हैं । मैं चाहता हूँ कि जल्द से जल्द इंडियन जूडिशियल सर्विसेज का गठन हो , ताकि वंचित वर्ग के लोग , गरीब परिवार के लोग , जिन्होंने सही मायने में प्रताड़ना को झेला है , उसको महसूस किया है , जब वे जज बनकर वहाँ पर बैठेंगे तो वे ईमानदारी और तत्परता से ऐसे केसेज की तरफ कार्य करेंगे । सर , अब मैं दूसरे विषय पर आता हूँ और जब मैं इस विषय को यहाँ उठा रहा हूँ तो यहाँ जितनी भी हमारी महिला सांसद हैं , मैं उनका संरक्षण भी चाहूँगा , सुप्रिया मैम , मैं आपका भी संरक्षण चाहूँगा । मैं सबका संरक्षण और समर्थन चाहूँगा । मैं वुमेन आरक्षण बिल की बात कर रहा हूँ । देश की आधी आबादी है । …( व्यवधान ) आप सभी का धन्यवाद । देश की आधी आबादी है और आधी आबादी को अब उसका सम्मान मिलना चाहिए । आज इतनी भारी संख्या में महिला सांसद यहाँ पर मौजूद हैं , यह दो चीजों को दर्शाता है । एक तो उनका सामर्थ्य कि उनमें अकेले इतनी क्षमता है कि वे इतनी बड़ी ताकत में , इतनी बड़ी तादाद में जीतकर आई हैं और दूसरा देश का विश्वास उनके ऊपर है , क्योंकि वे महिला सांसदों को चुनकर हमारी भारत की संसद में भेजते हैं । मेरा विश्वास हमारे प्रधान मंत्री जी पर है कि इन्हीं के अंदर एक ऐसी इच्छाशक्ति है , जो इस विधेयक को लाने के लिए चाहिए । यह विधेयक लंबे समय से लंबित पड़ा है । आप इस विधेयक को संसद के सामने रखिए और उस पर हम लोग गहन चर्चा करेंगे । कई बार होता है कि मौजूदा स्ट्रक्चर में कैसे उसको शामिल किया जाए , नहीं हो सकता तो एक तिहाई सीट्स बढ़ा दीजिए । उसमें भी आप अनुसूचित जाति , जनजाति , पिछड़ा वर्ग से आने वाली महिलाओं का प्रतिनिधित्व सुनिश्चित कर दीजिए । यह आप उसमें करवा दीजिए । जो भी इस पर चर्चा हो , लेकिन मैं चाहता हूँ कि यह विधेयक संसद में आए और उस पर हम लोग चर्चा करें । अब मैं अपना आखिरी विषय रखता हूँ । मैं युवा हूँ और युवा वर्ग का प्रतिनिधित्व करता हूँ । अगर मैं यहाँ युवाओं की बात न करूँ तो कहीं न कहीं अपने युवा साथियों के साथ अन्याय करूँगा , जो टकटकी लगाए दिन - रात देखते रहते हैं कि भारत की संसद में उनकी आवाज कोई उठा रहा है या नहीं । मैं उनकी चिंताओं को समझ सकता हूँ । जब मैं बाहर जाता हूँ तो वे मुझसे बोलते हैं कि भइया वहाँ पर तो हर राजनीतिक दल अपनी राजनीतिक रोटियाँ सेंकता है , हमारी बात कौन करता है । जात - पात , धर्म , मजहब की तो सब बातें करते हैं , हमारा विषय कौन उठाता है । सर , इसलिए युवा वर्ग का प्रतिनिधित्व करने के नाते मैं उन युवाओं के तमाम विषयों को उठाना चाहता हूँ । मैं चाहता हूँ कि युवाओं को लेकर एक गहन चर्चा हो , बेरोजगारी का मुद्दा हो , बेहतर शिक्षा प्रणाली का मुद्दा हो , उनकी बेहतर जीवन शैली का मुद्दा हो , जो भी उनसे संबंधित मुद्दे हों , उन सभी मुद्दों पर गहन चर्चा होनी चाहिए । अब समय है , भारत एक युवा देश है , अब देश में एक राष्ट्रीय युवा आयोग के गठन का समय है । एक नेशनल यूथ कमीशन बनना चाहिए । जिस तरीके से महिला आयोग है , अनुसूचित जाति - जनजाति आयोग है , अल्पसंख्यक आयोग है , तमाम तरह के आयोग हैं , उसी की तर्ज पर एक नेशनल यूथ कमीशन बनना चाहिए । यह कमीशन युवाओं से जुड़े हुए हर विषय को देखे , एक नोडल एजेंसी हो , ताकि युवा वहाँ पर अपनी समस्या के साथ जाएं और उसका समाधान लेकर आएं । मैं अपनी ये तीन महत्वपूर्ण माँगें सरकार के समक्ष रखता हूँ और उम्मीद करता हूँ कि सरकार इनको उतनी ही गंभीरता से लेगी । अंत में , मैं अपने क्षेत्रवासी , जमुई लोक सभा के मेरे जितने वासी हैं , उन्होंने फोन पर , मुझसे मुलाकात कर बताया कि राष्ट्रपति महोदय के इस अभिभाषण का उन लोगों ने कितनी खूबसूरती से स्वागत किया है । मैं अपनी तरफ से , मेरे नेता आदरणीय राम विलास पासवान जी की तरफ से , मेरी पार्टी लोक जन शक्ति पार्टी की तरफ से एक तरफ मैं हमारे प्रधान मंत्री और हमारी केन्द्र की सरकार को बधाई देता हूँ और वहीं दूसरी तरफ राष्ट्रपति जी के अभिभाषण पर आए हुए धन्यवाद प्रस्ताव का पूरी तरह से समर्थन करता हूँ । बहुत - बहुत धन्यवाद ।",1742,hi
